type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-02 06:28:41,11.11605333,123.74029000,1.70,60.800,,0.000,,46,70,,
T,2024-03-02 06:28:42,11.11605167,123.74028500,1.70,60.800,,0.000,,46,70,,
T,2024-03-02 06:28:43,11.11605167,123.74028167,1.70,60.700,,0.000,,45,70,,
T,2024-03-02 06:28:44,11.11605000,123.74028167,1.60,60.800,,0.000,,45,70,,
T,2024-03-02 06:28:45,11.11604833,123.74027833,1.60,61.100,,0.000,,45,70,,
T,2024-03-02 06:28:46,11.11604667,123.74027500,1.60,61.200,,0.000,,45,70,,
T,2024-03-02 06:28:47,11.11604500,123.74027167,1.70,61.400,,0.000,,43,70,,
T,2024-03-02 06:28:48,11.11604333,123.74026500,1.70,61.500,,0.000,,43,70,,
T,2024-03-02 06:28:49,11.11604167,123.74026000,1.70,61.800,,0.000,,43,70,,
T,2024-03-02 06:28:50,11.11604167,123.74025500,1.70,62.000,,0.000,,45,70,,
T,2024-03-02 06:28:51,11.11604000,123.74025167,1.70,62.200,,0.000,,45,70,,
T,2024-03-02 06:28:52,11.11603833,123.74024833,1.70,62.500,,0.000,,44,70,,
T,2024-03-02 06:28:53,11.11603667,123.74024500,1.70,62.600,,0.000,,43,70,,
T,2024-03-02 06:28:54,11.11603500,123.74023833,1.70,62.600,,0.000,,43,70,,
T,2024-03-02 06:28:55,11.11603500,123.74023333,1.70,62.800,,0.000,,42,70,,
T,2024-03-02 06:28:56,11.11603500,123.74022833,1.70,63.000,,0.000,,42,70,,
T,2024-03-02 06:28:57,11.11603333,123.74022667,1.70,63.300,,0.000,,43,70,,
T,2024-03-02 06:28:58,11.11603167,123.74022167,1.60,63.400,,0.000,,44,70,,
T,2024-03-02 06:28:59,11.11603000,123.74021833,1.60,63.500,,0.000,,44,70,,
T,2024-03-02 06:29:00,11.11602833,123.74021500,1.60,63.500,,0.000,,43,70,,
T,2024-03-02 06:29:01,11.11602667,123.74021167,1.70,63.500,,0.000,,43,70,,
T,2024-03-02 06:29:02,11.11602333,123.74020667,1.70,63.500,,0.000,,43,70,,
T,2024-03-02 06:29:03,11.11602333,123.74020500,1.60,63.400,,0.000,,44,70,,
T,2024-03-02 06:29:04,11.11602333,123.74020167,1.60,63.300,,0.000,,46,70,,
T,2024-03-02 06:29:05,11.11602333,123.74019833,1.60,63.200,,0.000,,46,70,,
T,2024-03-02 06:29:06,11.11602167,123.74019500,1.60,63.200,,0.000,,44,70,,
T,2024-03-02 06:29:07,11.11601833,123.74019000,1.60,63.200,,0.000,,45,70,,
T,2024-03-02 06:29:08,11.11601667,123.74018500,1.60,63.300,,0.000,,44,70,,
T,2024-03-02 06:29:09,11.11601500,123.74018167,1.60,63.400,,0.000,,44,70,,
T,2024-03-02 06:29:10,11.11601333,123.74017833,1.60,63.500,,0.000,,45,70,,
T,2024-03-02 06:29:11,11.11601000,123.74017667,1.60,63.800,,0.000,,45,70,,
T,2024-03-02 06:29:12,11.11600833,123.74017167,1.60,64.200,,0.000,,44,70,,
T,2024-03-02 06:29:13,11.11600667,123.74016667,1.60,64.400,,0.000,,44,70,,
T,2024-03-02 06:29:14,11.11600333,123.74016167,1.60,64.700,,0.000,,44,70,,
T,2024-03-02 06:29:15,11.11600167,123.74015833,1.60,64.900,,0.000,,44,70,,
T,2024-03-02 06:29:16,11.11600167,123.74015333,1.60,64.900,,0.000,,44,70,,
T,2024-03-02 06:29:17,11.11600000,123.74015167,1.60,64.900,,0.000,,45,70,,
T,2024-03-02 06:29:18,11.11600000,123.74014667,1.60,64.700,,0.000,,44,70,,
T,2024-03-02 06:29:19,11.11599833,123.74014333,1.60,64.700,,0.000,,45,70,,
T,2024-03-02 06:29:20,11.11599667,123.74013833,1.50,64.700,,0.000,,45,70,,
T,2024-03-02 06:29:21,11.11599500,123.74013333,1.50,64.600,,0.000,,46,70,,
T,2024-03-02 06:29:22,11.11599333,123.74012833,1.50,64.600,,0.000,,46,70,,
T,2024-03-02 06:29:23,11.11599167,123.74012333,1.50,64.500,,0.000,,47,70,,
T,2024-03-02 06:29:24,11.11599167,123.74012000,1.50,64.700,,0.000,,47,70,,
T,2024-03-02 06:29:25,11.11599000,123.74011500,1.60,64.900,,0.000,,46,70,,
T,2024-03-02 06:29:26,11.11598833,123.74010833,1.60,64.900,,0.000,,38,70,,
T,2024-03-02 06:29:27,11.11598667,123.74010167,1.50,64.900,,0.000,,41,70,,
T,2024-03-02 06:29:28,11.11598333,123.74009667,1.50,64.800,,0.000,,43,70,,
T,2024-03-02 06:29:29,11.11598167,123.74009500,1.50,64.800,,0.000,,43,70,,
T,2024-03-02 06:29:30,11.11598000,123.74009167,1.50,64.600,,0.000,,43,70,,
T,2024-03-02 06:29:31,11.11597833,123.74008833,1.50,64.500,,0.000,,43,70,,
T,2024-03-02 06:29:32,11.11597667,123.74008500,1.50,64.400,,0.000,,44,70,,
T,2024-03-02 06:29:33,11.11597500,123.74008167,1.50,64.300,,0.000,,44,70,,
T,2024-03-02 06:29:34,11.11597333,123.74007833,1.50,64.100,,0.000,,45,70,,
T,2024-03-02 06:29:35,11.11597167,123.74007667,1.40,64.000,,0.000,,44,70,,
T,2024-03-02 06:29:36,11.11597167,123.74007333,1.40,64.000,,0.000,,44,70,,
T,2024-03-02 06:29:37,11.11597000,123.74007167,1.40,63.900,,0.000,,46,70,,
T,2024-03-02 06:29:38,11.11597000,123.74006833,1.40,64.000,,0.000,,47,70,,
T,2024-03-02 06:29:39,11.11596667,123.74006500,1.40,63.800,,0.000,,47,70,,
T,2024-03-02 06:29:40,11.11596500,123.74006167,1.40,63.800,,0.000,,47,70,,
T,2024-03-02 06:29:41,11.11596333,123.74005667,1.40,63.900,,0.000,,47,70,,
T,2024-03-02 06:29:42,11.11596167,123.74005333,1.40,63.900,,0.000,,47,70,,
T,2024-03-02 06:29:43,11.11596000,123.74005000,1.40,63.900,,0.000,,48,70,,
T,2024-03-02 06:29:44,11.11595833,123.74004667,1.40,63.900,,0.000,,48,70,,
T,2024-03-02 06:29:45,11.11595500,123.74004500,1.40,63.900,,0.000,,48,70,,
T,2024-03-02 06:29:46,11.11595333,123.74004333,1.40,63.800,,0.000,,47,70,,
T,2024-03-02 06:29:47,11.11595167,123.74004000,1.40,63.700,,0.000,,48,70,,
T,2024-03-02 06:29:48,11.11595000,123.74003667,1.40,63.600,,0.000,,48,70,,
T,2024-03-02 06:29:49,11.11595000,123.74003000,1.40,63.300,,0.000,,47,70,,
T,2024-03-02 06:29:50,11.11594833,123.74002667,1.40,63.300,,0.000,,47,70,,
T,2024-03-02 06:29:51,11.11594667,123.74002500,1.40,63.200,,0.000,,47,70,,
T,2024-03-02 06:29:52,11.11594333,123.74002167,1.40,63.100,,0.000,,47,70,,
T,2024-03-02 06:29:53,11.11594333,123.74002167,1.40,63.100,,0.000,,47,70,,
T,2024-03-02 06:29:54,11.11594333,123.74002167,1.40,63.100,,0.000,,47,70,,
T,2024-03-02 06:29:55,11.11593667,123.74001167,1.50,62.700,,0.000,,47,70,,
T,2024-03-02 06:29:56,11.11593333,123.74000667,1.50,62.500,,0.000,,47,70,,
T,2024-03-02 06:29:57,11.11593167,123.74000167,1.50,62.400,,0.000,,47,70,,
T,2024-03-02 06:29:58,11.11593000,123.73999500,1.50,62.200,,0.000,,47,70,,
T,2024-03-02 06:29:59,11.11592833,123.73999000,1.50,62.000,,0.000,,47,70,,
T,2024-03-02 06:30:00,11.11592833,123.73998500,1.50,62.000,,0.000,,47,70,,
T,2024-03-02 06:30:01,11.11592833,123.73997667,1.50,62.200,,0.000,,46,70,,
T,2024-03-02 06:30:02,11.11593000,123.73997000,1.50,62.300,,0.000,,47,70,,
T,2024-03-02 06:30:03,11.11593000,123.73996500,1.50,62.500,,0.000,,47,70,,
T,2024-03-02 06:30:04,11.11593167,123.73995833,1.50,62.700,,0.000,,47,70,,
T,2024-03-02 06:30:05,11.11593333,123.73995333,1.50,62.800,,0.000,,47,70,,
T,2024-03-02 06:30:06,11.11593500,123.73994333,1.50,62.900,,0.000,,47,70,,
T,2024-03-02 06:30:07,11.11593500,123.73993667,1.50,62.800,,0.000,,46,70,,
T,2024-03-02 06:30:08,11.11593833,123.73992833,1.50,62.800,,0.000,,46,70,,
T,2024-03-02 06:30:09,11.11593833,123.73991833,1.50,62.800,,0.000,,46,70,,
T,2024-03-02 06:30:10,11.11594167,123.73991000,1.50,62.700,,0.000,,47,70,,
T,2024-03-02 06:30:11,11.11594333,123.73990000,1.50,62.500,,0.000,,47,70,,
T,2024-03-02 06:30:12,11.11594500,123.73988833,1.50,62.400,,0.000,,47,70,,
T,2024-03-02 06:30:13,11.11595000,123.73987667,1.50,62.200,,0.000,,46,70,,
T,2024-03-02 06:30:14,11.11595000,123.73986667,1.50,62.300,,0.000,,47,70,,
T,2024-03-02 06:30:15,11.11595167,123.73985500,1.60,62.400,,0.000,,47,70,,
T,2024-03-02 06:30:16,11.11595333,123.73984167,1.60,62.300,,0.000,,47,70,,
T,2024-03-02 06:30:17,11.11595500,123.73983000,1.60,62.300,,0.000,,47,70,,
T,2024-03-02 06:30:18,11.11595667,123.73981667,1.60,62.400,,0.000,,47,70,,
T,2024-03-02 06:30:19,11.11595667,123.73980333,1.60,62.100,,0.000,,46,70,,
T,2024-03-02 06:30:20,11.11595833,123.73978667,1.60,62.300,,0.000,,48,70,,
T,2024-03-02 06:30:21,11.11595667,123.73977000,1.60,62.100,,0.000,,48,70,,
T,2024-03-02 06:30:22,11.11595500,123.73975333,1.60,62.100,,0.000,,48,70,,
T,2024-03-02 06:30:23,11.11595667,123.73973167,1.60,62.200,,0.000,,48,70,,
T,2024-03-02 06:30:24,11.11595833,123.73971000,1.60,62.300,,0.000,,48,70,,
T,2024-03-02 06:30:25,11.11595833,123.73968500,1.70,62.100,,0.000,,48,70,,
T,2024-03-02 06:30:26,11.11596167,123.73966000,1.60,62.300,,0.000,,48,70,,
T,2024-03-02 06:30:27,11.11595833,123.73963500,1.60,62.200,,0.000,,48,70,,
T,2024-03-02 06:30:28,11.11596000,123.73960667,1.70,62.200,,0.000,,48,70,,
T,2024-03-02 06:30:29,11.11596167,123.73957667,1.90,62.100,,0.000,,48,70,,
T,2024-03-02 06:30:30,11.11596167,123.73954667,2.10,62.100,,0.000,,48,70,,
T,2024-03-02 06:30:31,11.11596167,123.73951333,2.10,62.200,,0.000,,48,70,,
T,2024-03-02 06:30:32,11.11596333,123.73947833,2.20,62.200,,0.000,,48,70,,
T,2024-03-02 06:30:33,11.11596333,123.73944500,2.20,62.100,,0.000,,48,70,,
T,2024-03-02 06:30:34,11.11596333,123.73941000,2.20,62.000,,0.000,,48,70,,
T,2024-03-02 06:30:35,11.11596333,123.73937500,2.20,61.600,,0.000,,48,71,,
T,2024-03-02 06:30:36,11.11596167,123.73933833,2.20,61.600,,3.643,270,48,71,,
T,2024-03-02 06:30:37,11.11596333,123.73929833,2.20,61.500,,3.767,271,48,71,,
T,2024-03-02 06:30:38,11.11596500,123.73925833,2.20,61.500,,3.861,273,48,71,,
T,2024-03-02 06:30:39,11.11596667,123.73922000,2.30,61.600,,3.970,270,47,71,,
T,2024-03-02 06:30:40,11.11596667,123.73918167,2.30,61.900,,0.000,,47,71,,
T,2024-03-02 06:30:41,11.11597000,123.73913833,2.30,62.100,,4.148,274,47,71,,
T,2024-03-02 06:30:42,11.11597333,123.73909000,2.30,62.500,,4.290,274,47,71,,
T,2024-03-02 06:30:43,11.11597667,123.73904500,2.40,62.500,,4.406,274,48,71,,
T,2024-03-02 06:30:44,11.11598000,123.73899833,2.40,62.600,,4.543,275,47,71,,
T,2024-03-02 06:30:45,11.11598333,123.73895000,2.40,62.600,,4.646,273,48,71,,
T,2024-03-02 06:30:46,11.11598667,123.73890667,2.40,63.200,,4.746,273,47,71,,
T,2024-03-02 06:30:47,11.11599000,123.73885833,2.40,63.200,,4.837,274,48,71,,
T,2024-03-02 06:30:48,11.11599333,123.73881333,2.40,63.900,,4.915,274,48,71,,
T,2024-03-02 06:30:49,11.11599833,123.73876500,2.30,64.000,,5.020,276,48,71,,
T,2024-03-02 06:30:50,11.11600333,123.73871667,2.40,64.100,,5.142,273,47,71,,
T,2024-03-02 06:30:51,11.11600500,123.73866500,2.30,64.100,,5.180,275,48,71,,
T,2024-03-02 06:30:52,11.11601000,123.73861333,2.20,63.900,,5.217,275,48,71,,
T,2024-03-02 06:30:53,11.11601333,123.73856500,2.20,63.800,,5.245,273,48,71,,
T,2024-03-02 06:30:54,11.11601667,123.73851667,2.20,63.800,,5.266,274,48,71,,
T,2024-03-02 06:30:55,11.11602167,123.73847000,2.20,63.700,,5.291,274,47,71,,
T,2024-03-02 06:30:56,11.11602500,123.73842333,2.20,63.700,,5.297,274,48,71,,
T,2024-03-02 06:30:57,11.11602667,123.73837500,2.20,63.700,,5.294,273,48,71,,
T,2024-03-02 06:30:58,11.11603000,123.73832833,2.20,63.800,,5.303,274,48,71,,
T,2024-03-02 06:30:59,11.11603500,123.73828167,2.10,63.700,,5.294,275,48,71,,
T,2024-03-02 06:31:00,11.11603833,123.73823667,2.10,63.700,,5.291,272,48,71,,
T,2024-03-02 06:31:01,11.11604000,123.73819000,2.10,63.600,,5.266,273,48,71,,
T,2024-03-02 06:31:02,11.11604167,123.73814333,2.10,63.600,,5.237,270,48,71,,
T,2024-03-02 06:31:03,11.11604000,123.73809667,1.90,63.600,,5.222,272,48,71,,
T,2024-03-02 06:31:04,11.11604167,123.73805167,2.10,63.600,,5.190,271,48,71,,
T,2024-03-02 06:31:05,11.11604167,123.73800167,2.10,63.700,,5.174,272,48,71,,
T,2024-03-02 06:31:06,11.11604500,123.73795500,2.10,63.500,,5.164,271,48,71,,
T,2024-03-02 06:31:07,11.11604500,123.73790667,2.20,63.300,,5.142,268,48,71,,
T,2024-03-02 06:31:08,11.11604500,123.73786167,2.20,63.400,,5.144,275,48,71,,
T,2024-03-02 06:31:09,11.11605000,123.73781500,2.20,63.500,,5.133,273,48,71,,
T,2024-03-02 06:31:10,11.11605167,123.73776833,2.20,63.600,,5.128,270,48,71,,
T,2024-03-02 06:31:11,11.11605167,123.73772000,2.30,63.900,,5.123,272,48,71,,
T,2024-03-02 06:31:12,11.11605167,123.73767000,2.30,63.900,,5.120,271,48,71,,
T,2024-03-02 06:31:13,11.11605333,123.73762167,2.30,63.900,,5.132,271,47,71,,
T,2024-03-02 06:31:14,11.11605500,123.73757500,2.20,64.100,,5.146,272,47,71,,
T,2024-03-02 06:31:15,11.11605667,123.73752500,2.20,64.500,,5.137,272,48,71,,
T,2024-03-02 06:31:16,11.11606000,123.73747833,2.20,64.400,,5.143,274,48,71,,
T,2024-03-02 06:31:17,11.11606167,123.73742833,2.20,64.100,,5.171,272,48,71,,
T,2024-03-02 06:31:18,11.11606167,123.73738000,2.30,63.900,,5.182,268,47,71,,
T,2024-03-02 06:31:19,11.11606167,123.73733333,2.30,63.900,,5.194,266,47,71,,
T,2024-03-02 06:31:20,11.11606167,123.73728500,2.30,64.000,,5.207,272,47,71,,
T,2024-03-02 06:31:21,11.11606333,123.73723667,2.30,64.100,,5.224,271,47,71,,
T,2024-03-02 06:31:22,11.11606333,123.73719000,2.30,64.500,,5.238,270,47,71,,
T,2024-03-02 06:31:23,11.11606500,123.73714167,2.20,64.700,,5.233,268,48,71,,
T,2024-03-02 06:31:24,11.11606500,123.73709500,2.20,64.800,,5.232,270,48,71,,
T,2024-03-02 06:31:25,11.11606333,123.73704500,2.20,64.200,,5.243,267,48,71,,
T,2024-03-02 06:31:26,11.11606333,123.73699833,2.10,64.000,,5.248,267,48,71,,
T,2024-03-02 06:31:27,11.11606167,123.73695167,2.10,63.900,,5.236,268,48,71,,
T,2024-03-02 06:31:28,11.11606000,123.73690333,2.10,63.500,,5.220,268,48,71,,
T,2024-03-02 06:31:29,11.11605833,123.73685500,2.10,63.000,,5.213,269,48,71,,
T,2024-03-02 06:31:30,11.11605667,123.73681000,2.10,62.900,,5.204,271,48,71,,
T,2024-03-02 06:31:31,11.11605667,123.73676167,2.10,63.000,,5.189,272,48,71,,
T,2024-03-02 06:31:32,11.11606000,123.73671500,2.20,62.700,,5.184,274,48,71,,
T,2024-03-02 06:31:33,11.11606167,123.73667000,2.20,62.800,,5.176,273,47,71,,
T,2024-03-02 06:31:34,11.11606333,123.73662333,2.20,62.500,,5.177,272,47,71,,
T,2024-03-02 06:31:35,11.11606333,123.73657500,2.20,62.000,,5.183,270,48,71,,
T,2024-03-02 06:31:36,11.11606500,123.73652833,2.20,62.000,,5.179,271,48,71,,
T,2024-03-02 06:31:37,11.11606833,123.73647833,2.20,62.100,,5.188,271,48,71,,
T,2024-03-02 06:31:38,11.11607000,123.73643167,2.20,61.700,,5.191,272,47,71,,
T,2024-03-02 06:31:39,11.11607167,123.73638500,2.20,61.900,,5.204,273,48,71,,
T,2024-03-02 06:31:40,11.11607333,123.73633833,2.20,62.000,,5.206,274,48,71,,
T,2024-03-02 06:31:41,11.11607333,123.73629000,2.20,62.200,,5.229,272,48,71,,
T,2024-03-02 06:31:42,11.11607500,123.73624000,2.10,62.200,,5.233,272,48,71,,
T,2024-03-02 06:31:43,11.11607500,123.73619167,2.10,62.100,,5.256,271,48,71,,
T,2024-03-02 06:31:44,11.11607500,123.73614333,2.10,62.200,,5.255,270,48,71,,
T,2024-03-02 06:31:45,11.11607500,123.73609500,2.10,62.500,,5.253,270,48,71,,
T,2024-03-02 06:31:46,11.11607500,123.73604333,2.20,63.000,,5.274,273,48,71,,
T,2024-03-02 06:31:47,11.11607667,123.73599333,2.20,63.100,,5.292,271,48,71,,
T,2024-03-02 06:31:48,11.11607500,123.73594333,2.10,63.200,,5.325,269,48,71,,
T,2024-03-02 06:31:49,11.11607500,123.73589500,2.10,63.100,,5.341,271,48,71,,
T,2024-03-02 06:31:50,11.11607667,123.73584500,2.10,62.700,,5.378,272,48,71,,
T,2024-03-02 06:31:51,11.11607833,123.73579500,2.20,62.600,,5.397,273,48,71,,
T,2024-03-02 06:31:52,11.11608333,123.73574333,2.20,62.500,,5.430,274,48,71,,
T,2024-03-02 06:31:53,11.11608667,123.73569333,2.20,62.600,,5.460,273,48,71,,
T,2024-03-02 06:31:54,11.11609000,123.73564167,2.20,62.900,,5.505,272,48,71,,
T,2024-03-02 06:31:55,11.11609000,123.73559167,2.20,63.100,,5.539,272,48,71,,
T,2024-03-02 06:31:56,11.11609000,123.73554167,2.20,63.200,,5.560,272,48,71,,
T,2024-03-02 06:31:57,11.11609167,123.73549000,2.20,63.200,,5.575,271,48,71,,
T,2024-03-02 06:31:58,11.11609333,123.73543667,2.20,63.100,,5.593,273,48,71,,
T,2024-03-02 06:31:59,11.11609833,123.73538500,2.20,63.200,,5.609,274,48,71,,
T,2024-03-02 06:32:00,11.11610000,123.73533667,2.10,63.400,,5.620,272,48,71,,
T,2024-03-02 06:32:01,11.11610000,123.73528333,2.20,63.400,,5.641,270,48,71,,
T,2024-03-02 06:32:02,11.11610167,123.73523333,2.20,63.500,,5.658,273,48,71,,
T,2024-03-02 06:32:03,11.11610500,123.73518167,2.20,63.600,,5.651,273,48,71,,
T,2024-03-02 06:32:04,11.11610833,123.73513000,2.20,63.500,,5.645,273,48,71,,
T,2024-03-02 06:32:05,11.11611167,123.73508000,2.20,63.300,,5.642,272,48,71,,
T,2024-03-02 06:32:06,11.11611333,123.73502833,2.20,63.000,,5.649,274,48,71,,
T,2024-03-02 06:32:07,11.11611667,123.73497500,2.20,62.800,,5.660,272,48,71,,
T,2024-03-02 06:32:08,11.11612000,123.73492333,2.20,62.800,,5.654,274,48,71,,
T,2024-03-02 06:32:09,11.11612500,123.73487333,2.20,62.700,,5.643,274,48,71,,
T,2024-03-02 06:32:10,11.11612667,123.73482000,2.20,63.000,,5.641,273,48,71,,
T,2024-03-02 06:32:11,11.11613000,123.73477000,2.20,63.200,,5.623,271,48,71,,
T,2024-03-02 06:32:12,11.11613000,123.73472000,2.20,63.500,,5.602,272,48,71,,
T,2024-03-02 06:32:13,11.11613167,123.73467167,2.20,63.600,,5.605,272,48,71,,
T,2024-03-02 06:32:14,11.11613333,123.73462000,2.20,63.700,,5.606,272,48,71,,
T,2024-03-02 06:32:15,11.11613500,123.73456667,2.20,63.800,,5.619,272,48,71,,
T,2024-03-02 06:32:16,11.11613667,123.73451500,2.20,63.900,,5.614,272,48,71,,
T,2024-03-02 06:32:17,11.11613833,123.73446333,2.20,63.700,,5.602,272,48,71,,
T,2024-03-02 06:32:18,11.11614000,123.73441167,2.20,63.600,,5.598,273,48,71,,
T,2024-03-02 06:32:19,11.11614167,123.73436000,2.20,63.700,,5.600,273,48,71,,
T,2024-03-02 06:32:20,11.11614500,123.73430833,2.20,63.600,,5.591,275,48,71,,
T,2024-03-02 06:32:21,11.11614833,123.73425667,2.20,63.800,,5.597,275,48,71,,
T,2024-03-02 06:32:22,11.11615333,123.73420500,2.20,64.100,,5.599,274,47,71,,
T,2024-03-02 06:32:23,11.11615667,123.73415500,2.20,64.200,,5.590,272,48,71,,
T,2024-03-02 06:32:24,11.11615833,123.73410500,2.20,64.500,,5.574,271,48,71,,
T,2024-03-02 06:32:25,11.11616000,123.73405333,2.20,64.700,,5.556,272,48,71,,
T,2024-03-02 06:32:26,11.11616167,123.73400333,2.20,64.700,,5.553,272,48,71,,
T,2024-03-02 06:32:27,11.11616333,123.73395333,2.20,64.900,,5.548,272,48,71,,
T,2024-03-02 06:32:28,11.11616500,123.73390167,2.20,64.900,,5.532,271,47,71,,
T,2024-03-02 06:32:29,11.11616667,123.73385333,2.20,64.900,,5.512,272,48,71,,
T,2024-03-02 06:32:30,11.11616833,123.73380333,2.20,64.600,,5.507,272,48,71,,
T,2024-03-02 06:32:31,11.11617167,123.73375000,2.20,64.300,,5.473,273,48,71,,
T,2024-03-02 06:32:32,11.11617333,123.73370000,2.20,64.100,,5.460,273,48,71,,
T,2024-03-02 06:32:33,11.11617500,123.73365000,2.20,63.900,,5.457,273,48,71,,
T,2024-03-02 06:32:34,11.11617667,123.73360000,2.20,63.800,,5.456,273,48,71,,
T,2024-03-02 06:32:35,11.11618167,123.73355000,2.20,63.500,,5.461,273,48,71,,
T,2024-03-02 06:32:36,11.11618500,123.73350000,2.10,63.500,,5.450,274,48,71,,
T,2024-03-02 06:32:37,11.11618833,123.73344667,2.20,63.500,,5.465,275,48,71,,
T,2024-03-02 06:32:38,11.11619167,123.73339833,2.20,63.900,,5.487,273,48,71,,
T,2024-03-02 06:32:39,11.11619500,123.73335000,2.20,64.000,,5.495,274,48,71,,
T,2024-03-02 06:32:40,11.11619833,123.73329833,2.20,64.100,,5.502,274,48,71,,
T,2024-03-02 06:32:41,11.11620000,123.73324667,2.20,63.800,,5.537,273,48,71,,
T,2024-03-02 06:32:42,11.11620333,123.73319833,2.20,63.600,,5.543,274,48,71,,
T,2024-03-02 06:32:43,11.11620667,123.73314833,2.20,63.500,,5.549,273,48,71,,
T,2024-03-02 06:32:44,11.11620667,123.73309667,2.20,63.300,,5.553,274,48,71,,
T,2024-03-02 06:32:45,11.11620833,123.73304667,2.20,62.900,,5.541,274,48,71,,
T,2024-03-02 06:32:46,11.11621000,123.73299667,2.20,62.700,,5.544,272,47,71,,
T,2024-03-02 06:32:47,11.11621500,123.73294667,2.20,62.700,,5.551,272,48,71,,
T,2024-03-02 06:32:48,11.11621667,123.73289500,2.20,62.800,,5.541,272,48,71,,
T,2024-03-02 06:32:49,11.11621667,123.73284500,2.20,62.900,,5.550,271,48,71,,
T,2024-03-02 06:32:50,11.11622000,123.73279500,2.20,62.800,,5.551,271,48,71,,
T,2024-03-02 06:32:51,11.11621833,123.73274333,2.20,62.900,,5.545,270,48,71,,
T,2024-03-02 06:32:52,11.11621833,123.73269000,2.20,63.700,,5.557,269,48,71,,
T,2024-03-02 06:32:53,11.11621833,123.73263833,2.20,64.100,,5.555,270,48,71,,
T,2024-03-02 06:32:54,11.11621833,123.73258833,2.20,64.500,,5.552,269,48,71,,
T,2024-03-02 06:32:55,11.11621667,123.73254000,2.20,64.900,,5.560,269,48,71,,
T,2024-03-02 06:32:56,11.11621500,123.73248833,2.10,65.200,,5.562,268,48,71,,
T,2024-03-02 06:32:57,11.11621000,123.73244000,2.10,65.100,,5.534,263,48,71,,
T,2024-03-02 06:32:58,11.11620333,123.73239167,2.10,65.200,,5.529,261,48,71,,
T,2024-03-02 06:32:59,11.11619500,123.73234000,2.10,65.100,,5.524,258,48,71,,
T,2024-03-02 06:33:00,11.11618333,123.73229000,2.20,65.000,,5.517,257,48,71,,
T,2024-03-02 06:33:01,11.11617167,123.73224167,2.20,64.800,,5.484,254,48,71,,
T,2024-03-02 06:33:02,11.11615667,123.73219667,2.20,64.700,,5.438,251,48,71,,
T,2024-03-02 06:33:03,11.11614167,123.73215167,2.20,64.500,,5.402,248,47,71,,
T,2024-03-02 06:33:04,11.11612333,123.73210833,2.20,64.300,,5.366,247,48,71,,
T,2024-03-02 06:33:05,11.11610500,123.73206500,2.20,64.400,,5.318,246,48,71,,
T,2024-03-02 06:33:06,11.11609000,123.73202667,2.20,64.200,,5.193,246,48,71,,
T,2024-03-02 06:33:07,11.11607500,123.73199167,2.10,64.200,,0.000,,48,71,,
T,2024-03-02 06:33:08,11.11605833,123.73196167,2.20,63.800,,0.000,,48,71,,
T,2024-03-02 06:33:09,11.11604167,123.73193667,2.30,63.700,,0.000,,48,71,,
T,2024-03-02 06:33:10,11.11602500,123.73191500,2.20,63.500,,0.000,,48,71,,
T,2024-03-02 06:33:11,11.11601333,123.73189333,2.30,63.400,,0.000,,47,71,,
T,2024-03-02 06:33:12,11.11600333,123.73186833,1.60,63.400,,0.000,,48,71,,
T,2024-03-02 06:33:13,11.11599167,123.73184500,1.50,63.600,,0.000,,48,71,,
T,2024-03-02 06:33:14,11.11597833,123.73182167,1.50,63.700,,0.000,,48,71,,
T,2024-03-02 06:33:15,11.11596667,123.73179833,1.60,63.800,,0.000,,48,72,,
T,2024-03-02 06:33:16,11.11595500,123.73178000,1.50,63.600,,0.000,,47,72,,
T,2024-03-02 06:33:17,11.11594500,123.73175833,1.40,63.100,,0.000,,47,72,,
T,2024-03-02 06:33:18,11.11593500,123.73173833,1.50,63.200,,0.000,,48,72,,
T,2024-03-02 06:33:19,11.11592500,123.73172000,1.50,63.100,,0.000,,48,72,,
T,2024-03-02 06:33:20,11.11591833,123.73170333,1.50,63.100,,0.000,,47,72,,
T,2024-03-02 06:33:21,11.11591167,123.73169000,1.60,63.100,,0.000,,46,72,,
T,2024-03-02 06:33:22,11.11590167,123.73167167,1.70,63.300,,0.000,,45,72,,
T,2024-03-02 06:33:23,11.11589333,123.73165667,1.80,63.400,,0.000,,46,72,,
T,2024-03-02 06:33:24,11.11588500,123.73164000,1.80,63.900,,0.000,,46,72,,
T,2024-03-02 06:33:25,11.11587667,123.73162500,1.80,64.400,,0.000,,46,72,,
T,2024-03-02 06:33:26,11.11586833,123.73160833,1.80,64.500,,0.000,,44,72,,
T,2024-03-02 06:33:27,11.11586833,123.73159000,1.90,64.700,,0.000,,38,72,,
T,2024-03-02 06:33:28,11.11586500,123.73157333,1.90,65.500,,0.000,,41,72,,
T,2024-03-02 06:33:29,11.11585167,123.73156167,1.90,65.600,,0.000,,42,72,,
T,2024-03-02 06:33:30,11.11583500,123.73154667,1.80,65.300,,0.000,,43,72,,
T,2024-03-02 06:33:31,11.11582333,123.73154000,1.70,65.200,,0.000,,43,72,,
T,2024-03-02 06:33:32,11.11581833,123.73152833,1.60,65.000,,0.000,,44,72,,
T,2024-03-02 06:33:33,11.11581167,123.73151500,1.60,64.800,,0.000,,47,72,,
